id,name,winner,incumbent,party,district,username,date,message,lengthofmessage,retweets,replies,quotes,likes,hasphoto,numofphoto,hasgif,hasvideo,ReplyingTo,ReplyToID,mentionedusers,numofmentions,hashtags,numofhashtags
1323401964001153025,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,11/02/2020 23:09:50,.@_AyaHijazi_ is a courageous person who risked everything and suffered extensively and unjustly to protect the dignity and rights of others. I am proud to know her.,165,2,1,0,30,False,0,False,False,null,,_AyaHijazi_,1,null,0
1323366513785688065,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,11/02/2020 20:48:58,"Serious flashbacks here to what became their violent crackdown on peaceful protesters in June. They are also building new barriers to seal off the area around the White House and reportedly readying ICE and CBP agents for deployment in DC. To say the least, this is not normal. https://t.co/iqy2DKKR51",301,28,8,4,90,False,0,False,False,null,,null,0,null,0
1323317985583501314,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,11/02/2020 17:36:08,"For four years the Trump Administration has attacked civil servants in terrible, frequently unethical, and occasionally illegal ways, repressing scientists and experts, and punishing people who did their jobs for not being ""loyal"" to Trump.

Trump's corruption is bottomless. https://t.co/TMnIckRtQJ",299,62,5,1,229,False,0,False,False,null,,null,0,null,0
1323286940897128450,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,11/02/2020 15:32:46,"This was a lie. They knew it wasn't going to happen and they said it anyways, as they have done from the beginning of the pandemic. The lied in an attempt to distract the country from their deadly incompetence and failure. https://t.co/j8bWsvOCoW",246,729,63,83,2229,False,0,False,False,null,,null,0,null,0
1323259100218753032,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,11/02/2020 13:42:09,Turning the people’s space in the seat of national government into a bunker. https://t.co/iqEylBoOD9,100,30,21,7,138,False,0,False,False,null,,null,0,null,0
1323247272751190023,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,11/02/2020 12:55:09,"Amid the worst rise in coronavirus since the beginning of the pandemic Trump mocks Americans’ concerns about the virus and says he will fire the nation’s highest ranking infectious disease expert, Dr. Fauci, after the election. https://t.co/JBg36Tk9XA",251,171,36,26,586,False,0,False,False,null,,null,0,null,0
1322654831543308289,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/31/2020 21:41:00,"Is trick-or-treating safe? Tips for a pandemic Halloween
https://t.co/aQnTuw8CLJ",80,3,2,1,14,False,0,False,False,null,,null,0,null,0
1322631427268075521,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/31/2020 20:08:00,"Efforts to prevent coronavirus from spreading via air travel have been terribly uncoordinated. Congress' nonpartisan watchdog and the UN both say we need a plan to fix this, but this Admin hasn't made one. @RepRickLarsen &amp; I wrote a bill to require action. https://t.co/nuGxiB784a",284,14,2,0,40,False,0,False,False,null,,RepRickLarsen,1,null,0
1322548883424202753,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/31/2020 14:40:00,"A thousand more Americans dead every single day
https://t.co/7JDeAatcvj",71,27,5,3,125,False,0,False,False,null,,null,0,null,0
1322541082073272322,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/31/2020 14:09:00,"Trump’s Ballot-Counting Demand Would Disenfranchise Overseas Troops
https://t.co/QhMSWRTWvM",91,54,9,18,134,False,0,False,False,null,,null,0,null,0
1322272379406589952,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/30/2020 20:21:16,A vile lie from a vile person. https://t.co/R19z36ZAsf,54,21,13,4,219,False,0,False,False,null,,null,0,null,0
1322262633706332162,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/30/2020 19:42:32,"Federal Salary Council Chair Ronald Sanders, a Trump appointee and self-described ""life-long Republican… named after Ronald Reagan,"" resigned rather than go along with Trump's new executive order politicizing the civil service. I just signed onto legislation to block that order. https://t.co/ooDtrqsGUw",303,46,0,3,125,False,0,False,False,null,,null,0,null,0
1322241532691447808,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/30/2020 18:18:42,"@TomTolesToons Thanks for everything, we will miss you Tom!",59,2,0,0,64,False,0,False,False,TomTolesToons,1322209275683491841,TomTolesToons,1,null,0
1322203370384510976,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/30/2020 15:47:03,"For those unfamiliar with key unemployment programs, here's a helpful CRS flowchart of how they work, with an information dashboard about who is collecting unemployment via @TCFdotorg here: https://t.co/KbG1s3QQ49

More info on this impending cliff here: https://t.co/CUUT3pXPOY https://t.co/KnEwGxEojR",302,4,1,0,10,True,1,False,False,RepDonBeyer,1322200892444213250,TCFdotorg,1,null,0
1322200892444213250,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/30/2020 15:37:12,Allowing millions of American households to lose all their income would create a humanitarian crisis and radiate damage throughout the economy. This would be a devastating policy income and it must not be allowed to happen. https://t.co/6ahgr0Cgaj,247,6,1,1,14,False,0,False,False,RepDonBeyer,1322200196458139651,null,0,null,0
1322200196458139651,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/30/2020 15:34:26,"These people are hanging by a thread, and Mitch McConnell is saying he is willing to cut that thread for no reason at all.

This is completely unacceptable, but too many people don't know that it is happening. We need to spread the word about this. https://t.co/VQmj0Er6Ud",272,6,3,0,21,False,0,False,False,RepDonBeyer,1322198195464798208,null,0,null,0
1322198195464798208,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/30/2020 15:26:29,"America's unemployed already got crushed by the Senate's refusal to extend enhanced unemployment benefits in July.

For months Republicans argued over whether to give them more help again.

Mitch McConnell's plan will cut them off of all income. https://t.co/Xhvi8mqTqL",269,8,1,2,21,False,0,False,False,RepDonBeyer,1322195338879553537,null,0,null,0
1322195338879553537,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/30/2020 15:15:08,"Important: an estimated 10-15 million unemployed workers are on CARES Act benefit programs that expire at the end of December.

If the Senate continues to block new aid into next year, as Mitch McConnell suggests, those people will lose ALL income. They just won't have any money. https://t.co/LTHxR6DPB3",304,52,7,2,83,False,0,False,False,null,,null,0,null,0
1322184813353308160,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/30/2020 14:33:19,"After refusing to take up a new bill to send assistance to the American people since May, Mitch McConnell  now says he thinks a bill is needed but he won't even start working on it until NEXT YEAR. https://t.co/L6Jro71YAw",221,44,15,11,114,False,0,False,False,null,,null,0,null,0
1321946932361760776,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 22:48:03,"The highest daily case increase in the United States by far since the pandemic began was YESTERDAY.

Seven of the eight worst days were in the last eight days. https://t.co/dCfTXlu6G5",183,37,6,4,108,False,0,False,False,null,,null,0,null,0
1321932590765539331,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:51:04,"The point of this is not ""doom and gloom."" We WANT the economy to do well.

But lying about economic growth isn't the answer, and using it as an excuse not to take more meaningful actions to help people – as Trump has done for much of the year – actually makes things worse. 11/11",280,3,0,1,34,False,0,False,False,RepDonBeyer,1321931889758871552,null,0,null,0
1321931889758871552,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:48:17,"Millions of Americans are simply going hungry. 10/
https://t.co/DUFmWr2oHw
https://t.co/IteE5qwsrA
https://t.co/EO5f2JalYg https://t.co/29vaeFs8ck",146,3,1,0,19,True,3,False,False,RepDonBeyer,1321930973286703107,null,0,null,0
1321930973286703107,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:44:38,"The country is experiencing a mental health crisis and the child care industry is falling apart. 9/
https://t.co/KJA9PP6Zx6
https://t.co/uHyozHX9dn https://t.co/rRSmQNJ0Dq",171,1,1,0,16,True,1,False,False,RepDonBeyer,1321930295663382528,null,0,null,0
1321930295663382528,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:41:57,"Growing numbers risk losing power and water. https://t.co/wDp0N1Eojc

Tens of millions are at risk of eviction, threatening the country with a ‘homelessness pandemic.’ https://t.co/qcdQJ5RlsU

The moratoria holding back evictions are set to expire. https://t.co/50xwvXKrmn 8/ https://t.co/BG4m2ZSZEF",299,3,1,1,19,True,3,False,False,RepDonBeyer,1321929208692645891,null,0,null,0
1321929208692645891,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:37:38,"Half of the nation’s unemployed were unable to cover basic expenses in August. https://t.co/bAIMUvWdUz

Nearly a third of households found it very difficult to pay their bills. 7/ https://t.co/pjAjDQE6Ao https://t.co/mY85Afb2hQ",227,4,2,0,21,True,1,False,False,RepDonBeyer,1321926548354682881,null,0,null,0
1321926548354682881,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:27:03,"Long-term unemployment has spiked for millions of Americans. https://t.co/BPWH9FMSFm

Over eight million have fallen into poverty in recent months. https://t.co/1YzyLFgtEV

Many are simply running out of money. https://t.co/9WaqULwFDQ 6/ https://t.co/E6U7L05zBA",261,9,1,0,22,True,3,False,False,RepDonBeyer,1321925652682072064,null,0,null,0
1321925652682072064,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:23:30,"The economic damage caused by the pandemic has been uneven across different groups of American workers, hitting people of color especially hard. https://t.co/Zv6sOyxrA4

Millions of women have left the labor force entirely. 5/
https://t.co/X36sw1nIXX",250,7,1,0,22,False,0,False,False,RepDonBeyer,1321925201727266818,null,0,null,0
1321925201727266818,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:21:42,"With job losses, losses of employer-based health coverage have piled up too. Millions have lost health insurance already in the pandemic, and tens of millions more are at risk. 4/
https://t.co/FJOtJJ4H6S
https://t.co/DvX35I6AWH https://t.co/YMBS2IAxta",251,4,2,0,17,True,1,False,False,RepDonBeyer,1321924445704015873,null,0,null,0
1321924445704015873,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:18:42,"Mass layoffs keep hitting the workforce. Tens of thousands of small businesses have already closed, and many more say they are on the verge of closing. 3/
https://t.co/aSBOdHMNWM
https://t.co/LdN8oRtdcF https://t.co/YmoYthRwnM",226,10,1,1,31,True,2,False,False,RepDonBeyer,1321923474651336707,null,0,null,0
1321923474651336707,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:14:51,"Seven months into the pandemic we are still seeing more new jobless claims every week than the worst week of the Great Recession. 

Unemployment remains historically high. 2/
https://t.co/xyu48oENUK",198,12,1,0,37,False,0,False,False,RepDonBeyer,1321922446098837507,null,0,null,0
1321922446098837507,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 21:10:45,"Donald Trump will spend the much of the coming days making wild claims about the economy.

Here's what he won't tell you: the American economy has huge problems right now. 

Trump made many of them worse by failing to address the pandemic or negotiate an economic aid package. 1/",279,66,5,6,188,False,0,False,False,null,,null,0,null,0
1321892373656383488,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 19:11:16,"The Super-Spreader-In-Chief strikes again.

From coast to coast he visits American communities spreading dangerous aversion to science and public health precautions.

He brings large groups of people together under unsafe conditions in state after state, and this is what results: https://t.co/DbwAIfroLC",304,23,3,1,67,False,0,False,False,null,,null,0,null,0
1321858331884081152,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 16:55:59,@Robillard Nah.,15,0,0,0,31,False,0,False,False,Robillard,1321828669170528258,Robillard,1,null,0
1321797528413720578,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/29/2020 12:54:23,"Another 1.1 million new unemployment assistance claims last week, making last week the 32nd in a row in which we had more new jobless claims than the worst week of the Great Recession.

This is not a v-shaped recovery, it is a stalled recovery. American families need help NOW. https://t.co/tsWwIpWp34",301,43,7,4,106,True,1,False,False,null,,null,0,null,0
1321592833644630024,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/28/2020 23:21:00,"Donald Trump wants to illegally stop Americans - including members of our military serving overseas - from voting.

The counter to this is simple: vote. https://t.co/5VbdNB9kxS",176,51,9,3,169,False,0,False,False,null,,null,0,null,0
1321571520729272321,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/28/2020 21:56:18,"Don't let Trump erase the deep tragedy too many Americans are experiencing.

The damage is a result of a pandemic he is STILL failing to handle, and the spread is getting worse.

Vulnerable people are being hit hardest, and they badly need more help. 10/10 https://t.co/P4epvgwLw8",280,10,0,1,31,False,0,False,False,RepDonBeyer,1321570482483855362,null,0,null,0
1321570482483855362,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/28/2020 21:52:11,Trump's lies cannot change the reality that vast numbers of American families are suffering. Much of that suffering could have been avoided if Senate Republicans and the White House had agreed to pass an aid package (the House passed one in May). 9/ https://t.co/CUUT3pXPOY https://t.co/FZvCFiwCuS,297,15,1,3,50,True,1,False,False,RepDonBeyer,1321569206056476672,null,0,null,0
1321569206056476672,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/28/2020 21:47:06,"The US economy will still be in a deep hole tomorrow, with a long way to go to get back to we were before the pandemic.

Concerningly, economists like @DeanBaker13 increasingly warn of a new *decline* if Republicans continue to block a stimulus package. 8/ https://t.co/grrSVMU3Zf https://t.co/4zwv90cpeG",304,11,1,0,26,True,1,False,False,RepDonBeyer,1321567805632880641,DeanBaker13,1,null,0
1321567805632880641,"Beyer, Don",True,True,D,VIRGINIA 8,RepDonBeyer,10/28/2020 21:41:33,"As Republicans continue to publicly oppose larger fiscal stimulus and economic aid for American families, the effects are starting to hit the economy -- just as we warned they would. We won't know for sure tomorrow, but the slowdown may be *very* sharp. 7/ https://t.co/QV5stOz1nm https://t.co/O7mIRzEuy7",304,10,3,0,36,True,1,False,False,RepDonBeyer,1321567126021378048,null,0,null,0
